"agency","site_no","Date","HydrologicEvent","SampleFraction","Units","Nitrate","Nitrogen","Phosphorus","Temperature","month"
"21NC01WQ","J1330000",1991-07-18,NA," ","deg C",NA,NA,NA,25,"Jul"
"21NC01WQ","J1330000",1991-08-06,NA," ","deg C",NA,NA,NA,26,"Aug"
"21NC01WQ","J1330000",1991-09-26,NA," ","deg C",NA,NA,NA,20,"Sep"
"21NC01WQ","J1330000",1991-10-24,NA," ","deg C",NA,NA,NA,19,"Oct"
"21NC01WQ","J1330000",1991-11-25,NA," ","deg C",NA,NA,NA,12.5,"Nov"
"21NC01WQ","J1330000",1991-12-30,NA," ","deg C",NA,NA,NA,8,"Dec"
"21NC01WQ","J1330000",1992-01-08,NA," ","deg C",NA,NA,NA,6.5,"Jan"
"21NC01WQ","J1330000",1992-02-18,NA," ","deg C",NA,NA,NA,11,"Feb"
"21NC01WQ","J1330000",1992-03-12,NA," ","deg C",NA,NA,NA,10.5,"Mar"
"21NC01WQ","J1330000",1992-04-19,NA," ","deg C",NA,NA,NA,15.5,"Apr"
"21NC01WQ","J1330000",1992-05-13,NA," ","deg C",NA,NA,NA,19.5,"May"
"21NC01WQ","J1330000",1992-06-18,NA," ","deg C",NA,NA,NA,23,"Jun"
"21NC01WQ","J1330000",1992-07-15,NA," ","deg C",NA,NA,NA,28,"Jul"
"21NC01WQ","J1330000",1992-08-11,NA," ","deg C",NA,NA,NA,27,"Aug"
"21NC01WQ","J1330000",1992-09-15,NA," ","deg C",NA,NA,NA,21,"Sep"
"21NC01WQ","J1330000",1992-10-14,NA," ","deg C",NA,NA,NA,18,"Oct"
"21NC01WQ","J1330000",1992-11-18,NA," ","deg C",NA,NA,NA,12,"Nov"
"21NC01WQ","J1330000",1992-12-16,NA," ","deg C",NA,NA,NA,9,"Dec"
"21NC01WQ","J1330000",1993-01-13,NA," ","deg C",NA,NA,NA,10,"Jan"
"21NC01WQ","J1330000",1993-02-17,NA," ","deg C",NA,NA,NA,8,"Feb"
"21NC01WQ","J1330000",1993-03-23,NA," ","deg C",NA,NA,NA,15,"Mar"
"21NC01WQ","J1330000",1993-04-28,NA," ","deg C",NA,NA,NA,16,"Apr"
"21NC01WQ","J1330000",1993-05-18,NA," ","deg C",NA,NA,NA,22,"May"
"21NC01WQ","J1330000",1993-06-23,NA," ","deg C",NA,NA,NA,25,"Jun"
"21NC01WQ","J1330000",1993-07-26,NA," ","deg C",NA,NA,NA,27,"Jul"
"21NC01WQ","J1330000",1993-08-12,NA," ","deg C",NA,NA,NA,25,"Aug"
"21NC01WQ","J1330000",1993-09-15,NA," ","deg C",NA,NA,NA,25,"Sep"
"21NC01WQ","J1330000",1993-10-19,NA," ","deg C",NA,NA,NA,21,"Oct"
"21NC01WQ","J1330000",1993-11-17,NA," ","deg C",NA,NA,NA,19,"Nov"
"21NC01WQ","J1330000",1994-02-22,NA," ","deg C",NA,NA,NA,13,"Feb"
"21NC01WQ","J1330000",1994-03-17,NA," ","deg C",NA,NA,NA,11,"Mar"
"21NC01WQ","J1330000",1994-04-18,NA," ","deg C",NA,NA,NA,19,"Apr"
"21NC01WQ","J1330000",1994-05-19,NA," ","deg C",NA,NA,NA,17,"May"
"21NC01WQ","J1330000",1994-06-20,NA," ","deg C",NA,NA,NA,26,"Jun"
"21NC01WQ","J1330000",1994-07-14,NA," ","deg C",NA,NA,NA,27,"Jul"
"21NC01WQ","J1330000",1994-08-23,NA," ","deg C",NA,NA,NA,24,"Aug"
"21NC01WQ","J1330000",1994-09-19,NA," ","deg C",NA,NA,NA,21,"Sep"
"21NC01WQ","J1330000",1994-10-25,NA," ","deg C",NA,NA,NA,17,"Oct"
"21NC01WQ","J1330000",1994-11-09,NA," ","deg C",NA,NA,NA,17,"Nov"
"21NC01WQ","J1330000",1994-12-12,NA," ","deg C",NA,NA,NA,11,"Dec"
"21NC01WQ","J1330000",1995-01-24,NA," ","deg C",NA,NA,NA,8,"Jan"
"21NC01WQ","J1330000",1995-02-14,NA," ","deg C",NA,NA,NA,10,"Feb"
"21NC01WQ","J1330000",1995-03-23,NA," ","deg C",NA,NA,NA,22.3,"Mar"
"21NC01WQ","J1330000",1995-04-24,NA," ","deg C",NA,NA,NA,15.2,"Apr"
"21NC01WQ","J1330000",1995-05-22,NA," ","deg C",NA,NA,NA,22,"May"
"21NC01WQ","J1330000",1995-06-21,NA," ","deg C",NA,NA,NA,22.1,"Jun"
"21NC01WQ","J1330000",1995-07-25,NA," ","deg C",NA,NA,NA,27.1,"Jul"
"21NC01WQ","J1330000",1995-08-14,NA," ","deg C",NA,NA,NA,27,"Aug"
"21NC01WQ","J1330000",1995-09-11,NA," ","deg C",NA,NA,NA,23,"Sep"
"21NC01WQ","J1330000",1995-11-28,NA," ","deg C",NA,NA,NA,15,"Nov"
"21NC01WQ","J1330000",1995-12-14,NA," ","deg C",NA,NA,NA,9,"Dec"
"21NC01WQ","J1330000",1996-01-18,NA," ","deg C",NA,NA,NA,7.1,"Jan"
"21NC01WQ","J1330000",1996-03-19,NA," ","deg C",NA,NA,NA,10,"Mar"
"21NC01WQ","J1330000",1996-04-09,NA," ","deg C",NA,NA,NA,9.9,"Apr"
"21NC01WQ","J1330000",1996-05-28,NA," ","deg C",NA,NA,NA,20,"May"
"21NC01WQ","J1330000",1996-06-12,NA," ","deg C",NA,NA,NA,25,"Jun"
"21NC01WQ","J1330000",1996-06-25,NA," ","deg C",NA,NA,NA,25.2,"Jun"
"21NC01WQ","J1330000",1996-07-16,NA," ","deg C",NA,NA,NA,25.1,"Jul"
"21NC01WQ","J1330000",1996-08-19,NA," ","deg C",NA,NA,NA,24.6,"Aug"
"21NC01WQ","J1330000",1996-09-19,NA," ","deg C",NA,NA,NA,21.1,"Sep"
"21NC01WQ","J1330000",1996-10-16,NA," ","deg C",NA,NA,NA,18.9,"Oct"
"21NC01WQ","J1330000",1996-11-07,NA," ","deg C",NA,NA,NA,18.7,"Nov"
"21NC01WQ","J1330000",1996-12-10,NA," ","deg C",NA,NA,NA,8.2,"Dec"
"21NC02WQ","J1330000",1997-01-23,NA,NA,"deg C",NA,NA,NA,11,"Jan"
"21NC02WQ","J1330000",1997-02-18,NA,NA,"deg C",NA,NA,NA,11,"Feb"
"21NC02WQ","J1330000",1997-03-13,NA,NA,"deg C",NA,NA,NA,15,"Mar"
"21NC02WQ","J1330000",1997-04-16,NA,NA,"deg C",NA,NA,NA,16.9,"Apr"
"21NC02WQ","J1330000",1997-05-14,NA,NA,"deg C",NA,NA,NA,19.8,"May"
"21NC02WQ","J1330000",1997-06-23,NA,NA,"deg C",NA,NA,NA,26,"Jun"
"21NC02WQ","J1330000",1997-07-30,NA,NA,"deg C",NA,NA,NA,24.9,"Jul"
"21NC02WQ","J1330000",1997-08-05,NA,NA,"deg C",NA,NA,NA,26,"Aug"
"21NC02WQ","J1330000",1997-09-24,NA,NA,"deg C",NA,NA,NA,22,"Sep"
"21NC02WQ","J1330000",1997-10-23,NA,NA,"deg C",NA,NA,NA,16,"Oct"
"21NC02WQ","J1330000",1997-11-12,NA,NA,"deg C",NA,NA,NA,16,"Nov"
"21NC02WQ","J1330000",1997-12-19,NA,NA,"deg C",NA,NA,NA,9,"Dec"
"21NC02WQ","J1330000",1998-01-20,NA,NA,"deg C",NA,NA,NA,8.5,"Jan"
"21NC02WQ","J1330000",1998-02-12,NA,NA,"deg C",NA,NA,NA,10,"Feb"
"21NC02WQ","J1330000",1998-03-10,NA,NA,"deg C",NA,NA,NA,13,"Mar"
"21NC02WQ","J1330000",1998-04-13,NA,NA,"deg C",NA,NA,NA,17.5,"Apr"
"21NC02WQ","J1330000",1998-05-12,NA,NA,"deg C",NA,NA,NA,18.5,"May"
"21NC02WQ","J1330000",1998-06-08,NA,NA,"deg C",NA,NA,NA,21.5,"Jun"
"21NC02WQ","J1330000",1998-07-09,NA,NA,"deg C",NA,NA,NA,27.7,"Jul"
"21NC02WQ","J1330000",1998-08-17,NA,NA,"deg C",NA,NA,NA,27.4,"Aug"
"21NC02WQ","J1330000",1998-09-21,NA,NA,"deg C",NA,NA,NA,25.5,"Sep"
"21NC02WQ","J1330000",1998-10-12,NA,NA,"deg C",NA,NA,NA,20.3,"Oct"
"21NC02WQ","J1330000",1998-11-04,NA,NA,"deg C",NA,NA,NA,14.6,"Nov"
"21NC02WQ","J1330000",1998-12-03,NA,NA,"deg C",NA,NA,NA,16,"Dec"
"21NC02WQ","J1330000",1999-01-11,NA,NA,"deg C",NA,NA,NA,7.6,"Jan"
"21NC02WQ","J1330000",1999-02-11,NA,NA,"deg C",NA,NA,NA,14.7,"Feb"
"21NC02WQ","J1330000",1999-03-04,NA,NA,"deg C",NA,NA,NA,11.8,"Mar"
"21NC02WQ","J1330000",1999-04-15,NA,NA,"deg C",NA,NA,NA,16.4,"Apr"
"21NC02WQ","J1330000",1999-05-10,NA,NA,"deg C",NA,NA,NA,21.5,"May"
"21NC02WQ","J1330000",1999-06-09,NA,NA,"deg C",NA,NA,NA,27.4,"Jun"
"21NC02WQ","J1330000",1999-07-22,NA,NA,"deg C",NA,NA,NA,28.4,"Jul"
"21NC02WQ","J1330000",1999-08-16,NA,NA,"deg C",NA,NA,NA,28,"Aug"
"21NC02WQ","J1330000",1999-09-20,NA,NA,"deg C",NA,NA,NA,21,"Sep"
"21NC02WQ","J1330000",1999-10-19,NA,NA,"deg C",NA,NA,NA,17.1,"Oct"
"21NC02WQ","J1330000",1999-11-08,NA,NA,"deg C",NA,NA,NA,15.1,"Nov"
"21NC02WQ","J1330000",1999-12-14,NA,NA,"deg C",NA,NA,NA,15,"Dec"
"21NC02WQ","J1330000",2000-01-12,NA,NA,"deg C",NA,NA,NA,11,"Jan"
"21NC02WQ","J1330000",2000-02-21,NA,NA,"deg C",NA,NA,NA,10,"Feb"
"21NC02WQ","J1330000",2000-03-03,NA,NA,"deg C",NA,NA,NA,11,"Mar"
"21NC02WQ","J1330000",2000-04-24,NA,NA,"deg C",NA,NA,NA,15,"Apr"
"21NC02WQ","J1330000",2000-06-02,NA,NA,"deg C",NA,NA,NA,19,"Jun"
"21NC02WQ","J1330000",2000-06-28,NA,NA,"deg C",NA,NA,NA,26,"Jun"
"21NC02WQ","J1330000",2000-07-12,NA,NA,"deg C",NA,NA,NA,26,"Jul"
"21NC02WQ","J1330000",2000-08-17,NA,NA,"deg C",NA,NA,NA,26,"Aug"
"21NC02WQ","J1330000",2000-09-18,NA,NA,"deg C",NA,NA,NA,16,"Sep"
"21NC02WQ","J1330000",2000-10-30,NA,NA,"deg C",NA,NA,NA,15,"Oct"
"21NC02WQ","J1330000",2000-11-16,NA,NA,"deg C",NA,NA,NA,9,"Nov"
"21NC02WQ","J1330000",2000-12-18,NA,NA,"deg C",NA,NA,NA,8,"Dec"
"21NC02WQ","J1330000",2001-01-31,NA,NA,"deg C",NA,NA,NA,8,"Jan"
"21NC02WQ","J1330000",2001-02-26,NA,NA,"deg C",NA,NA,NA,10,"Feb"
"21NC02WQ","J1330000",2001-04-24,NA,NA,"deg C",NA,NA,NA,19,"Apr"
"21NC02WQ","J1330000",2001-05-22,NA,NA,"deg C",NA,NA,NA,22,"May"
"21NC02WQ","J1330000",2001-06-20,NA,NA,"deg C",NA,NA,NA,22,"Jun"
"21NC02WQ","J1330000",2001-07-17,NA,NA,"deg C",NA,NA,NA,26,"Jul"
"21NC02WQ","J1330000",2001-09-26,NA,NA,"deg C",NA,NA,NA,18.8,"Sep"
"21NC02WQ","J1330000",2001-10-15,NA,NA,"deg C",NA,NA,NA,18.5,"Oct"
"21NC02WQ","J1330000",2001-11-06,NA,NA,"deg C",NA,NA,NA,15,"Nov"
"21NC02WQ","J1330000",2001-12-06,NA,NA,"deg C",NA,NA,NA,15.6,"Dec"
"21NC02WQ","J1330000",2002-01-29,NA,NA,"deg C",NA,NA,NA,12.4,"Jan"
"21NC02WQ","J1330000",2002-02-25,NA,NA,"deg C",NA,NA,NA,10.6,"Feb"
"21NC02WQ","J1330000",2002-03-14,NA,NA,"deg C",NA,NA,NA,15.8,"Mar"
"21NC02WQ","J1330000",2002-05-13,NA,NA,"deg C",NA,NA,NA,24.4,"May"
"21NC02WQ","J1330000",2002-07-01,NA,NA,"deg C",NA,NA,NA,25.6,"Jul"
"21NC02WQ","J1330000",2002-07-15,NA,NA,"deg C",NA,NA,NA,24.7,"Jul"
"21NC02WQ","J1330000",2002-08-12,NA,NA,"deg C",NA,NA,NA,27.2,"Aug"
"21NC02WQ","J1330000",2002-10-01,NA,NA,"deg C",NA,NA,NA,23.2,"Oct"
"21NC02WQ","J1330000",2002-10-31,NA,NA,"deg C",NA,NA,NA,14,"Oct"
"21NC02WQ","J1330000",2002-11-14,NA,NA,"deg C",NA,NA,NA,14.6,"Nov"
"21NC02WQ","J1330000",2002-12-03,NA,NA,"deg C",NA,NA,NA,11.3,"Dec"
"21NC02WQ","J1330000",2003-01-08,NA,NA,"deg C",NA,NA,NA,9,"Jan"
"21NC02WQ","J1330000",2003-02-20,NA,NA,"deg C",NA,NA,NA,8.5,"Feb"
"21NC02WQ","J1330000",2003-03-04,NA,NA,"deg C",NA,NA,NA,9.7,"Mar"
"21NC02WQ","J1330000",2003-04-23,NA,NA,"deg C",NA,NA,NA,15.8,"Apr"
"21NC02WQ","J1330000",2003-05-12,NA,NA,"deg C",NA,NA,NA,22.1,"May"
"21NC02WQ","J1330000",2003-06-10,NA,NA,"deg C",NA,NA,NA,24.5,"Jun"
"21NC02WQ","J1330000",2003-07-16,NA,NA,"deg C",NA,NA,NA,25.7,"Jul"
"21NC02WQ","J1330000",2003-08-05,NA,NA,"deg C",NA,NA,NA,27.3,"Aug"
"21NC02WQ","J1330000",2003-09-02,NA,NA,"deg C",NA,NA,NA,27.4,"Sep"
"21NC02WQ","J1330000",2003-10-01,NA,NA,"deg C",NA,NA,NA,18.4,"Oct"
"21NC02WQ","J1330000",2003-11-03,NA,NA,"deg C",NA,NA,NA,19.8,"Nov"
"21NC02WQ","J1330000",2003-12-01,NA,NA,"deg C",NA,NA,NA,11.9,"Dec"
"21NC02WQ","J1330000",2004-01-05,NA,NA,"deg C",NA,NA,NA,16,"Jan"
"21NC02WQ","J1330000",2004-02-03,NA,NA,"deg C",NA,NA,NA,4,"Feb"
"21NC02WQ","J1330000",2004-03-01,NA,NA,"deg C",NA,NA,NA,10,"Mar"
"21NC02WQ","J1330000",2004-04-01,NA,NA,"deg C",NA,NA,NA,12.9,"Apr"
"21NC02WQ","J1330000",2004-05-06,NA,NA,"deg C",NA,NA,NA,18.4,"May"
"21NC02WQ","J1330000",2004-06-01,NA,NA,"deg C",NA,NA,NA,23.5,"Jun"
"21NC02WQ","J1330000",2004-07-06,NA,NA,"deg C",NA,NA,NA,26.2,"Jul"
"21NC02WQ","J1330000",2004-08-03,NA,NA,"deg C",NA,NA,NA,24.9,"Aug"
"21NC02WQ","J1330000",2004-09-07,NA,NA,"deg C",NA,NA,NA,23.3,"Sep"
"21NC02WQ","J1330000",2004-10-06,NA,NA,"deg C",NA,NA,NA,20.6,"Oct"
"21NC02WQ","J1330000",2004-11-15,NA,NA,"deg C",NA,NA,NA,13.4,"Nov"
"21NC02WQ","J1330000",2004-12-03,NA,NA,"deg C",NA,NA,NA,11.1,"Dec"
"21NC02WQ","J1330000",2005-01-11,NA,NA,"deg C",NA,NA,NA,13,"Jan"
"21NC02WQ","J1330000",2005-02-10,NA,NA,"deg C",NA,NA,NA,12.3,"Feb"
"21NC02WQ","J1330000",2005-03-09,NA,NA,"deg C",NA,NA,NA,9.6,"Mar"
"21NC02WQ","J1330000",2005-03-23,NA,NA,"deg C",NA,NA,NA,13.7,"Mar"
"21NC02WQ","J1330000",2005-04-03,NA,NA,"deg C",NA,NA,NA,15.9,"Apr"
"21NC02WQ","J1330000",2005-04-18,NA,NA,"deg C",NA,NA,NA,18.4,"Apr"
"21NC02WQ","J1330000",2005-05-04,NA,NA,"deg C",NA,NA,NA,17.6,"May"
"21NC02WQ","J1330000",2005-05-17,NA,NA,"deg C",NA,NA,NA,22,"May"
"21NC02WQ","J1330000",2005-06-02,NA,NA,"deg C",NA,NA,NA,18.4,"Jun"
"21NC02WQ","J1330000",2005-06-16,NA,NA,"deg C",NA,NA,NA,26.4,"Jun"
"21NC02WQ","J1330000",2005-06-28,NA,NA,"deg C",NA,NA,NA,25.1,"Jun"
"21NC02WQ","J1330000",2005-07-14,NA,NA,"deg C",NA,NA,NA,27.5,"Jul"
"21NC02WQ","J1330000",2005-07-28,NA,NA,"deg C",NA,NA,NA,26.9,"Jul"
"21NC02WQ","J1330000",2005-08-11,NA,NA,"deg C",NA,NA,NA,25.7,"Aug"
"21NC02WQ","J1330000",2005-08-23,NA,NA,"deg C",NA,NA,NA,26.1,"Aug"
"21NC02WQ","J1330000",2005-09-23,NA,NA,"deg C",NA,NA,NA,23.2,"Sep"
"21NC02WQ","J1330000",2005-10-05,NA,NA,"deg C",NA,NA,NA,24.4,"Oct"
"21NC02WQ","J1330000",2005-10-20,NA,NA,"deg C",NA,NA,NA,20.2,"Oct"
"21NC02WQ","J1330000",2005-11-02,NA,NA,"deg C",NA,NA,NA,16.7,"Nov"
"21NC02WQ","J1330000",2005-11-16,NA,NA,"deg C",NA,NA,NA,20.1,"Nov"
"21NC02WQ","J1330000",2005-11-29,NA,NA,"deg C",NA,NA,NA,15.6,"Nov"
"21NC02WQ","J1330000",2005-12-16,NA,NA,"deg C",NA,NA,NA,6.2,"Dec"
"21NC02WQ","J1330000",2005-12-28,NA,NA,"deg C",NA,NA,NA,9.5,"Dec"
"21NC02WQ","J1330000",2006-01-11,NA,NA,"deg C",NA,NA,NA,13.7,"Jan"
"21NC02WQ","J1330000",2006-01-26,NA,NA,"deg C",NA,NA,NA,9.5,"Jan"
"21NC02WQ","J1330000",2006-02-07,NA,NA,"deg C",NA,NA,NA,10.1,"Feb"
"21NC02WQ","J1330000",2006-02-22,NA,NA,"deg C",NA,NA,NA,10.6,"Feb"
"21NC02WQ","J1330000",2006-03-08,NA,NA,"deg C",NA,NA,NA,12.9,"Mar"
"21NC02WQ","J1330000",2006-03-22,NA,NA,"deg C",NA,NA,NA,14.9,"Mar"
"21NC02WQ","J1330000",2006-04-04,NA,NA,"deg C",NA,NA,NA,16.9,"Apr"
"21NC02WQ","J1330000",2006-04-18,NA,NA,"deg C",NA,NA,NA,19.3,"Apr"
"21NC02WQ","J1330000",2006-05-11,NA,NA,"deg C",NA,NA,NA,20.2,"May"
"21NC02WQ","J1330000",2006-05-18,NA,NA,"deg C",NA,NA,NA,20.2,"May"
"21NC02WQ","J1330000",2006-06-02,NA,NA,"deg C",NA,NA,NA,24.5,"Jun"
"21NC02WQ","J1330000",2006-06-15,NA,NA,"deg C",NA,NA,NA,19.9,"Jun"
"21NC02WQ","J1330000",2006-06-28,NA,NA,"deg C",NA,NA,NA,24.2,"Jun"
"21NC02WQ","J1330000",2006-07-13,NA,NA,"deg C",NA,NA,NA,26.7,"Jul"
"21NC02WQ","J1330000",2006-07-28,NA,NA,"deg C",NA,NA,NA,25.3,"Jul"
"21NC02WQ","J1330000",2006-08-10,NA,NA,"deg C",NA,NA,NA,27,"Aug"
"21NC02WQ","J1330000",2006-08-24,NA,NA,"deg C",NA,NA,NA,26.1,"Aug"
"21NC02WQ","J1330000",2006-09-07,NA,NA,"deg C",NA,NA,NA,23.2,"Sep"
"21NC02WQ","J1330000",2006-09-20,NA,NA,"deg C",NA,NA,NA,22.1,"Sep"
"21NC02WQ","J1330000",2006-10-05,NA,NA,"deg C",NA,NA,NA,24,"Oct"
"21NC02WQ","J1330000",2006-10-19,NA,NA,"deg C",NA,NA,NA,20.3,"Oct"
"21NC02WQ","J1330000",2006-11-03,NA,NA,"deg C",NA,NA,NA,13.2,"Nov"
"21NC02WQ","J1330000",2006-11-14,NA,NA,"deg C",NA,NA,NA,15,"Nov"
"21NC02WQ","J1330000",2006-11-28,NA,NA,"deg C",NA,NA,NA,13.8,"Nov"
"21NC02WQ","J1330000",2006-12-17,NA,NA,"deg C",NA,NA,NA,13.5,"Dec"
"21NC02WQ","J1330000",2006-12-27,NA,NA,"deg C",NA,NA,NA,11.1,"Dec"
"21NC02WQ","J1330000",2007-01-10,NA,NA,"deg C",NA,NA,NA,9.5,"Jan"
"21NC02WQ","J1330000",2007-01-29,NA,NA,"deg C",NA,NA,NA,6.1,"Jan"
"21NC02WQ","J1330000",2007-02-06,NA,NA,"deg C",NA,NA,NA,7.8,"Feb"
"21NC02WQ","J1330000",2007-02-20,NA,NA,"deg C",NA,NA,NA,10.3,"Feb"
"21NC02WQ","J1330000",2007-03-08,NA,NA,"deg C",NA,NA,NA,13.3,"Mar"
"21NC02WQ","J1330000",2007-03-20,NA,NA,"deg C",NA,NA,NA,12,"Mar"
"21NC02WQ","J1330000",2007-04-10,NA,NA,"deg C",NA,NA,NA,17.9,"Apr"
"21NC02WQ","J1330000",2007-04-18,NA,NA,"deg C",NA,NA,NA,15.9,"Apr"
"21NC02WQ","J1330000",2007-05-02,NA,NA,"deg C",NA,NA,NA,21.4,"May"
"21NC02WQ","J1330000",2007-05-18,NA,NA,"deg C",NA,NA,NA,18.7,"May"
"21NC02WQ","J1330000",2007-06-04,NA,NA,"deg C",NA,NA,NA,22,"Jun"
"21NC02WQ","J1330000",2007-06-20,NA,NA,"deg C",NA,NA,NA,23.7,"Jun"
"21NC02WQ","J1330000",2007-07-01,NA,NA,"deg C",NA,NA,NA,27.3,"Jul"
"21NC02WQ","J1330000",2007-07-17,NA,NA,"deg C",NA,NA,NA,25.7,"Jul"
"21NC02WQ","J1330000",2007-08-01,NA,NA,"deg C",NA,NA,NA,28.2,"Aug"
"21NC02WQ","J1330000",2007-08-09,NA,NA,"deg C",NA,NA,NA,27.8,"Aug"
"21NC02WQ","J1330000",2007-09-04,NA,NA,"deg C",NA,NA,NA,25.2,"Sep"
"21NC02WQ","J1330000",2007-09-20,NA,NA,"deg C",NA,NA,NA,21,"Sep"
"21NC02WQ","J1330000",2007-10-31,NA,NA,"deg C",NA,NA,NA,14.8,"Oct"
"21NC03WQ","J1330000",2008-01-28,NA,"Total","mg/l",NA,NA,0.78,NA,"Jan"
"21NC03WQ","J1330000",2008-01-28,NA,NA,"deg C",NA,NA,NA,9.6,"Jan"
"21NC03WQ","J1330000",2008-04-30,NA,"Total","mg/l",NA,NA,0.2,NA,"Apr"
"21NC03WQ","J1330000",2008-04-30,NA,NA,"deg C",NA,NA,NA,16.1,"Apr"
"21NC03WQ","J1330000",2008-05-27,NA,"Total","mg/l",NA,NA,0.14,NA,"May"
"21NC03WQ","J1330000",2008-05-27,NA,NA,"deg C",NA,NA,NA,23.9,"May"
"21NC03WQ","J1330000",2008-06-25,NA,"Total","mg/l",NA,NA,0.1,NA,"Jun"
"21NC03WQ","J1330000",2008-06-25,NA,NA,"deg C",NA,NA,NA,26.5,"Jun"
"21NC03WQ","J1330000",2008-07-28,NA,"Total","mg/l",NA,NA,0.1,NA,"Jul"
"21NC03WQ","J1330000",2008-07-28,NA,NA,"deg C",NA,NA,NA,27.4,"Jul"
"21NC03WQ","J1330000",2008-08-18,NA,"Total","mg/l",NA,NA,0.11,NA,"Aug"
"21NC03WQ","J1330000",2008-08-18,NA,NA,"deg C",NA,NA,NA,25.3,"Aug"
"21NC03WQ","J1330000",2008-09-04,NA,"Total","mg/l",NA,NA,0.09,NA,"Sep"
"21NC03WQ","J1330000",2008-09-04,NA,NA,"deg C",NA,NA,NA,24.7,"Sep"
"21NC03WQ","J1330000",2008-10-16,NA,"Total","mg/l",NA,NA,0.08,NA,"Oct"
"21NC03WQ","J1330000",2008-10-16,NA,NA,"deg C",NA,NA,NA,20.8,"Oct"
"21NC03WQ","J1330000",2008-11-05,NA,"Total","mg/l",NA,NA,0.11,NA,"Nov"
"21NC03WQ","J1330000",2008-11-05,NA,NA,"deg C",NA,NA,NA,16.7,"Nov"
"21NC03WQ","J1330000",2008-12-03,NA,"Total","mg/l",NA,NA,0.07,NA,"Dec"
"21NC03WQ","J1330000",2008-12-03,NA,NA,"deg C",NA,NA,NA,9.7,"Dec"
"21NC03WQ","J1330000",2009-01-05,NA,"Total","mg/l",NA,NA,0.08,NA,"Jan"
"21NC03WQ","J1330000",2009-01-05,NA,NA,"deg C",NA,NA,NA,12.7,"Jan"
"21NC03WQ","J1330000",2009-02-05,NA,"Total","mg/l",NA,NA,0.05,NA,"Feb"
"21NC03WQ","J1330000",2009-02-05,NA,NA,"deg C",NA,NA,NA,7,"Feb"
"21NC03WQ","J1330000",2009-03-10,NA,"Total","mg/l",NA,NA,0.1,NA,"Mar"
"21NC03WQ","J1330000",2009-03-10,NA,NA,"deg C",NA,NA,NA,15.3,"Mar"
"21NC03WQ","J1330000",2009-04-07,NA,"Total","mg/l",NA,NA,0.08,NA,"Apr"
"21NC03WQ","J1330000",2009-04-07,NA,NA,"deg C",NA,NA,NA,14.1,"Apr"
"21NC03WQ","J1330000",2009-05-07,NA,"Total","mg/l",NA,NA,0.2,NA,"May"
"21NC03WQ","J1330000",2009-05-07,NA,NA,"deg C",NA,NA,NA,21.5,"May"
"21NC03WQ","J1330000",2009-06-04,NA,"Total","mg/l",NA,NA,0.09,NA,"Jun"
"21NC03WQ","J1330000",2009-06-04,NA,NA,"deg C",NA,NA,NA,24.4,"Jun"
"21NC03WQ","J1330000",2009-07-08,NA,"Total","mg/l",NA,NA,0.2,NA,"Jul"
"21NC03WQ","J1330000",2009-07-08,NA,NA,"deg C",NA,NA,NA,27,"Jul"
"21NC03WQ","J1330000",2009-10-21,NA,"Total","mg/l",NA,NA,0.26,NA,"Oct"
"21NC03WQ","J1330000",2009-10-21,NA,NA,"deg C",NA,NA,NA,17.5,"Oct"
"21NC03WQ","J1330000",2010-01-21,NA,"Total","mg/l",NA,NA,0.23,NA,"Jan"
"21NC03WQ","J1330000",2010-01-21,NA,NA,"deg C",NA,NA,NA,9.4,"Jan"
"21NC03WQ","J1330000",2010-04-08,NA,"Total","mg/l",NA,NA,0.1,NA,"Apr"
"21NC03WQ","J1330000",2010-04-08,NA,NA,"deg C",NA,NA,NA,21.7,"Apr"
"21NC03WQ","J1330000",2010-07-14,NA,"Total","mg/l",NA,NA,0.35,NA,"Jul"
"21NC03WQ","J1330000",2010-07-14,NA,NA,"deg C",NA,NA,NA,27.5,"Jul"
"21NC03WQ","J1330000",2010-10-26,NA,"Total","mg/l",NA,NA,0.32,NA,"Oct"
"21NC03WQ","J1330000",2010-10-26,NA,NA,"deg C",NA,NA,NA,18.9,"Oct"
"21NC03WQ","J1330000",2011-01-05,NA,"Total","mg/l",NA,NA,0.07,NA,"Jan"
"21NC03WQ","J1330000",2011-01-05,NA,NA,"deg C",NA,NA,NA,9.1,"Jan"
"21NC03WQ","J1330000",2011-04-06,NA,"Total","mg/l",NA,NA,0.08,NA,"Apr"
"21NC03WQ","J1330000",2011-04-06,NA,NA,"deg C",NA,NA,NA,13.2,"Apr"
"21NC03WQ","J1330000",2011-07-11,NA,"Total","mg/l",NA,NA,0.15,NA,"Jul"
"21NC03WQ","J1330000",2011-07-11,NA,NA,"deg C",NA,NA,NA,27.3,"Jul"
"21NC03WQ","J1330000",2011-10-17,NA,"Total","mg/l",NA,NA,0.18,NA,"Oct"
"21NC03WQ","J1330000",2011-10-17,NA,NA,"deg C",NA,NA,NA,20,"Oct"
"21NC03WQ","J1330000",2012-01-09,NA,"Total","mg/l",NA,NA,0.08,NA,"Jan"
"21NC03WQ","J1330000",2012-01-09,NA,NA,"deg C",NA,NA,NA,12.4,"Jan"
"21NC03WQ","J1330000",2012-04-10,NA,"Total","mg/l",NA,NA,0.13,NA,"Apr"
